transaction_id,transaction_date,department,cost_center,transaction_type,vendor_name,amount,payment_mode,invoice_id,employee_id,year_month,is_missing_key_field,is_high_value,is_cash_high_value,is_duplicate_invoice,z_score,is_statistical_anomaly,audit_flag_count,audit_status
TX00222,2025-10-16,IT,CC301,Revenue,FastLogix,194804.74,Bank Transfer,INV11098,EMP156,2025-10,False,True,False,False,2.856771051657951,False,1,Review
TX00726,2025-12-18,HR,CC401,Revenue,Alpha Supplies,194753.36,UPI,INV11112,EMP148,2025-12,False,True,False,False,1.9701927449247256,False,1,Review
TX01073,2025-10-06,Sales,CC501,Revenue,FastLogix,192819.52,UPI,INV11169,EMP111,2025-10,False,True,False,False,2.195500046532932,False,1,Review
TX00919,2025-11-12,IT,CC301,Revenue,FastLogix,191994.2,UPI,INV11639,EMP133,2025-11,False,True,False,False,1.9934731891103206,False,1,Review
TX00713,2025-01-04,Finance,CC501,Revenue,FastLogix,185629.73,Card,INV10869,EMP146,2025-01,False,True,False,False,2.094802249965218,False,1,Review
TX00757,2025-03-27,Operations,CC401,Revenue,CareMed,183359.28,Bank Transfer,INV12605,EMP184,2025-03,False,True,False,False,2.0031792014505627,False,1,Review
TX00801,2025-02-20,IT,CC201,Revenue,Alpha Supplies,181780.78,Card,INV10086,EMP161,2025-02,False,True,False,False,1.82617338532321,False,1,Review
TX01037,2025-04-01,Operations,CC101,Expense,Delta Services,181728.72,UPI,INV11351,EMP112,2025-04,False,True,False,False,1.4147119595418436,False,1,Review
TX00800,2025-02-10,Finance,CC301,Expense,Alpha Supplies,179738.11,UPI,INV11041,EMP169,2025-02,False,True,False,False,2.656891310597523,False,1,Review
TX01114,2025-05-15,HR,CC102,Expense,Bright Systems,179607.49,Bank Transfer,INV12182,EMP149,2025-05,False,True,False,False,2.527609978396376,False,1,Review
TX00535,2025-12-24,Sales,CC401,Revenue,Bright Systems,177869.42,Bank Transfer,INV11223,EMP150,2025-12,False,True,False,False,2.739327350512085,False,1,Review
TX01158,2025-04-06,IT,CC102,Expense,Delta Services,176497.68,Card,INV12260,EMP165,2025-04,False,True,False,False,2.2067980512306664,False,1,Review
TX00132,2025-01-08,Sales,CC401,Revenue,FastLogix,175101.62,UPI,INV11713,EMP161,2025-01,False,True,False,False,2.3095291480850313,False,1,Review
TX00179,2025-07-05,IT,CC501,Revenue,Bright Systems,174093.59,Card,INV11911,EMP138,2025-07,False,True,False,False,2.3316343161730897,False,1,Review
TX00950,2025-10-03,Sales,CC301,Revenue,CareMed,173994.73,Card,INV10276,EMP112,2025-10,False,True,False,False,1.821030889764196,False,1,Review
TX01121,2025-06-04,IT,CC101,Expense,Epsilon Tech,173413.8,Bank Transfer,INV11677,EMP159,2025-06,False,True,False,False,1.1458991109097667,False,1,Review
TX00982,2025-07-23,Operations,CC102,Revenue,CareMed,172607.07,Bank Transfer,INV11117,EMP104,2025-07,False,True,False,False,2.099982047777932,False,1,Review
TX00628,2025-02-15,IT,CC102,Revenue,Bright Systems,170518.98,UPI,INV12665,EMP116,2025-02,False,True,False,False,1.6344365105052938,False,1,Review
TX00221,2025-06-19,HR,CC301,Revenue,Bright Systems,169475.26,UPI,INV10475,EMP129,2025-06,False,True,False,False,0.8873606604829861,False,1,Review
TX00906,2025-05-16,Finance,CC501,Expense,Delta Services,169453.47,Bank Transfer,INV11536,EMP157,2025-05,False,True,False,False,2.8091267184126774,False,1,Review
TX00494,2025-10-07,Operations,CC101,Revenue,Alpha Supplies,169297.78,Bank Transfer,INV12738,EMP169,2025-10,False,True,False,False,2.51528206796416,False,1,Review
TX00613,2025-07-02,Sales,CC102,Revenue,Bright Systems,167078.13,Bank Transfer,INV11416,EMP137,2025-07,False,True,False,False,1.5862355791266616,False,1,Review
TX00542,2025-12-23,IT,CC301,Revenue,Bright Systems,166359.13,Card,INV11998,EMP116,2025-12,False,True,False,False,1.442578458134176,False,1,Review
TX00155,2025-07-06,Operations,CC301,Revenue,Epsilon Tech,166311.45,UPI,INV11827,EMP174,2025-07,False,True,False,False,1.9645342358073121,False,1,Review
TX01117,2025-03-18,IT,CC501,Revenue,Bright Systems,166123.59,UPI,INV11876,EMP102,2025-03,False,True,False,False,2.120087597463523,False,1,Review
TX00492,2025-01-28,Operations,CC101,Revenue,Delta Services,165672.95,Bank Transfer,INV10294,EMP160,2025-01,False,True,False,False,1.667902098434373,False,1,Review
TX01072,2025-09-06,IT,CC301,Revenue,Bright Systems,165093.15,Bank Transfer,INV10803,EMP138,2025-09,False,True,False,False,2.608210920490015,False,1,Review
TX00021,2025-09-03,Sales,CC201,Revenue,FastLogix,163145.08,UPI,INV10253,EMP188,2025-09,False,True,False,False,2.6542303874269866,False,1,Review
TX00310,2025-02-24,Sales,CC101,Revenue,FastLogix,162784.91,Bank Transfer,INV10463,EMP171,2025-02,False,True,False,False,2.15795550197336,False,1,Review
TX00991,2025-07-06,Operations,CC401,Expense,CareMed,161297.79,Bank Transfer,INV12123,EMP147,2025-07,False,True,False,False,1.8566672938755218,False,1,Review
TX00736,2025-07-23,Operations,CC201,Revenue,Alpha Supplies,160468.98,Bank Transfer,INV11186,EMP114,2025-07,False,True,False,False,1.838835769571423,False,1,Review
TX00710,2025-08-26,HR,CC401,Revenue,Alpha Supplies,159069.46,UPI,INV10395,EMP144,2025-08,False,True,False,False,2.4613265876972625,False,1,Review
TX00927,2025-10-05,Operations,CC301,Revenue,Alpha Supplies,158085.34,Bank Transfer,INV11092,EMP186,2025-10,False,True,False,False,2.2543908492835207,False,1,Review
TX00066,2025-10-03,Finance,CC401,Expense,Delta Services,157079.85,Bank Transfer,INV12642,EMP141,2025-10,False,True,False,False,2.1503698459038203,False,1,Review
TX00087,2025-07-01,IT,CC501,Revenue,CareMed,157023.67,Bank Transfer,INV12065,EMP100,2025-07,False,True,False,False,1.9541341735057578,False,1,Review
TX00723,2025-04-05,Sales,CC101,Revenue,Bright Systems,156321.8,Bank Transfer,INV11842,EMP163,2025-04,False,True,False,False,1.7975385279207605,False,1,Review
TX00910,2025-02-13,IT,CC401,Revenue,Epsilon Tech,156188.52,UPI,INV11919,EMP117,2025-02,False,True,False,False,1.3904544103878025,False,1,Review
TX00094,2025-03-20,Operations,CC501,Revenue,Alpha Supplies,155276.6,Bank Transfer,INV12573,EMP108,2025-03,False,True,False,False,1.482977330455467,False,1,Review
TX00701,2025-05-01,HR,CC301,Revenue,Bright Systems,154537.66,Bank Transfer,INV10332,EMP100,2025-05,False,True,False,False,1.9167592635593556,False,1,Review
TX00688,2025-05-20,IT,CC401,Revenue,Delta Services,154516.29,Bank Transfer,INV11886,EMP154,2025-05,False,True,False,False,2.292761535089742,False,1,Review
TX00771,2025-08-11,Finance,CC401,Revenue,Delta Services,153553.07,Card,INV10997,EMP111,2025-08,False,True,False,False,1.2230916487595243,False,1,Review
TX00299,2025-04-02,IT,CC102,Revenue,Bright Systems,151848.29,Bank Transfer,INV10253,EMP152,2025-04,False,True,False,False,1.6817475164342321,False,1,Review
TX00812,2025-07-18,Sales,CC101,Expense,Alpha Supplies,151800.24,Bank Transfer,INV12040,EMP105,2025-07,False,True,False,False,1.2687657482372798,False,1,Review
TX00023,2025-04-24,Sales,CC101,Expense,Delta Services,150627.47,Card,INV12277,EMP150,2025-04,False,True,False,False,1.673364998812054,False,1,Review
TX00037,2025-04-16,Operations,CC101,Revenue,CareMed,150510.74,UPI,INV11636,EMP111,2025-04,False,True,False,False,0.9240338018943273,False,1,Review
TX00201,2025-12-11,Finance,CC102,Expense,Alpha Supplies,150471.29,UPI,INV11794,EMP176,2025-12,False,True,False,False,2.3187138901829925,False,1,Review
TX00163,2025-09-02,Sales,CC401,Expense,Bright Systems,146704.02,Cash,INV12506,EMP123,2025-09,False,False,True,False,2.2528034692595136,False,1,Review
TX00669,2025-01-12,IT,CC102,Revenue,Alpha Supplies,145689.08,Bank Transfer,INV10233,EMP180,2025-01,False,False,False,True,1.727569635910579,False,1,Review
DUP004,2025-01-12,IT,CC102,Revenue,Alpha Supplies,145689.08,Bank Transfer,INV10233,EMP180,2025-01,False,False,False,True,1.727569635910579,False,1,Review
TX01089,2025-04-19,IT,CC201,Expense,Alpha Supplies,134563.48,Cash,INV10285,EMP101,2025-04,False,False,True,False,1.313568071248986,False,1,Review
TX00475,2025-03-05,IT,CC102,Revenue,Epsilon Tech,133024.08,Bank Transfer,INV10571,EMP122,2025-03,False,False,False,True,1.413018738396873,False,1,Review
DUP022,2025-03-05,IT,CC102,Revenue,Epsilon Tech,133024.08,Bank Transfer,INV10571,EMP122,2025-03,False,False,False,True,1.413018738396873,False,1,Review
TX00377,2025-01-24,Operations,CC102,Revenue,FastLogix,131982.11,Cash,INV10912,EMP129,2025-01,False,False,True,False,0.9998510091567445,False,1,Review
TX00292,2025-12-09,IT,CC102,Revenue,Delta Services,123757.78,Cash,INV11626,EMP121,2025-12,False,False,True,False,0.6145723342349457,False,1,Review
TX00639,2025-11-22,Finance,CC102,Revenue,Alpha Supplies,117552.86,Cash,INV10745,EMP134,2025-11,False,False,True,False,1.8383543328086633,False,1,Review
TX01173,2025-11-20,Operations,CC401,Expense,Alpha Supplies,117325.6,Cash,INV10726,EMP181,2025-11,False,False,True,False,1.416096638108252,False,1,Review
TX00077,2025-07-19,Operations,CC301,Revenue,Epsilon Tech,116594.84,Cash,INV10950,EMP132,2025-07,False,False,True,False,0.8949007377409354,False,1,Review
TX00508,2025-10-16,HR,CC401,Expense,Alpha Supplies,114858.91,Cash,INV10734,EMP103,2025-10,False,False,True,False,0.22037529543893614,False,1,Review
TX01042,2025-08-07,Operations,CC401,Expense,Epsilon Tech,114358.99,Cash,INV12586,EMP124,2025-08,False,False,True,False,1.4887566117881164,False,1,Review
TX00704,2025-05-01,HR,CC301,Revenue,Alpha Supplies,111943.13,Cash,INV11777,EMP101,2025-05,False,False,True,False,0.8789022418465269,False,1,Review
TX00326,2025-10-11,Sales,CC301,Revenue,Delta Services,111243.47,Cash,INV12559,EMP110,2025-10,False,False,True,False,0.5727613782118369,False,1,Review
TX00078,2025-04-22,Operations,CC102,Expense,Bright Systems,111186.87,Cash,INV10814,EMP187,2025-04,False,False,True,False,0.30594883665408984,False,1,Review
TX00776,2025-05-13,Operations,CC102,Revenue,Delta Services,107908.84,Cash,INV12153,EMP150,2025-05,False,False,True,False,0.7146482360607554,False,1,Review
TX00926,2025-01-19,IT,CC301,Expense,Delta Services,106012.97,Cash,INV10396,EMP151,2025-01,False,False,True,False,0.6860521540240924,False,1,Review
TX00460,2025-07-13,Operations,CC301,Expense,Bright Systems,105295.23,Bank Transfer,INV12585,EMP113,2025-07,False,False,False,True,0.6517940301217753,False,1,Review
DUP000,2025-07-13,Operations,CC301,Expense,Bright Systems,105295.23,Bank Transfer,INV12585,EMP113,2025-07,False,False,False,True,0.6517940301217753,False,1,Review
TX00504,2025-12-17,Finance,CC102,Revenue,Bright Systems,98443.78,Cash,INV10283,EMP180,2025-12,False,False,True,False,0.9078286144537131,False,1,Review
TX01105,2025-08-08,Sales,CC501,Revenue,Alpha Supplies,97104.23,Cash,INV10463,EMP164,2025-08,False,False,True,False,1.7739428617969446,False,1,Review
TX00090,2025-11-08,Finance,CC401,Expense,Alpha Supplies,95916.37,Cash,INV12143,EMP187,2025-11,False,False,True,False,1.1093779536231791,False,1,Review
TX00554,2025-08-28,IT,CC201,Expense,CareMed,95553.64,Cash,INV11545,EMP146,2025-08,False,False,True,False,0.9619874195739313,False,1,Review
TX00290,2025-06-04,HR,CC201,Revenue,Epsilon Tech,92949.87,Cash,INV12409,EMP107,2025-06,False,False,True,False,0.13912309033333195,False,1,Review
TX01015,2025-05-08,IT,CC401,Expense,Delta Services,92326.23,Cash,INV10933,EMP131,2025-05,False,False,True,False,0.6418431832973115,False,1,Review
TX00947,2025-01-10,HR,CC501,Revenue,FastLogix,92236.58,Cash,INV12536,EMP132,2025-01,False,False,True,False,0.8841100503432278,False,1,Review
TX00212,2025-03-07,HR,CC501,Revenue,Bright Systems,89928.86,Cash,INV10883,EMP185,2025-03,False,False,True,False,-0.3383454332684242,False,1,Review
TX01179,2025-05-11,HR,CC201,Expense,CareMed,89563.44,Cash,INV10796,EMP152,2025-05,False,False,True,False,0.3335993963812435,False,1,Review
TX00424,2025-08-09,Operations,CC401,Expense,Epsilon Tech,86947.0,Cash,INV12209,EMP131,2025-08,False,False,True,False,0.7470044639051927,False,1,Review
TX00930,2025-08-06,IT,CC102,Expense,Bright Systems,86439.99,Cash,INV12293,EMP180,2025-08,False,False,True,False,0.6924706079865498,False,1,Review
TX00641,2025-01-17,Operations,CC501,Expense,Bright Systems,85768.35,Cash,INV12686,EMP139,2025-01,False,False,True,False,0.0834846405053585,False,1,Review
TX00453,2025-07-27,Sales,CC201,Revenue,Epsilon Tech,85690.46,Cash,INV10903,EMP107,2025-07,False,False,True,False,-0.10497504167115725,False,1,Review
TX01187,2025-05-25,Finance,CC201,Expense,FastLogix,85273.3,Cash,INV11709,EMP157,2025-05,False,False,True,False,0.5953046453949915,False,1,Review
TX00954,2025-07-16,IT,CC101,Revenue,Alpha Supplies,84629.31,Cash,INV11656,EMP147,2025-07,False,False,True,False,0.35313772898169293,False,1,Review
TX00980,2025-12-28,Operations,CC401,Expense,Bright Systems,84483.18,Cash,INV10328,EMP177,2025-12,False,False,True,False,1.4239243527595198,False,1,Review
TX00117,2025-05-10,HR,CC201,Revenue,Epsilon Tech,83896.98,Cash,INV12129,EMP101,2025-05,False,False,True,False,0.19553060446700282,False,1,Review
TX00584,2025-01-23,Operations,CC102,Expense,FastLogix,83028.05,Cash,INV10825,EMP181,2025-01,False,False,True,False,0.029147604089897028,False,1,Review
TX01162,2025-03-23,Sales,CC201,Revenue,FastLogix,82463.67,Cash,INV11168,EMP127,2025-03,False,False,True,False,-0.11180519973562933,False,1,Review
TX00482,2025-10-16,IT,CC501,Expense,FastLogix,81578.74,Cash,INV12716,EMP162,2025-10,False,False,True,False,0.33455631055185175,False,1,Review
TX00818,2025-03-01,Operations,CC201,Expense,Alpha Supplies,80809.65,Cash,INV11494,EMP178,2025-03,False,False,True,False,0.1035560388515938,False,1,Review
TX00161,2025-03-04,Operations,CC101,Expense,Epsilon Tech,79403.24,Cash,INV11249,EMP132,2025-03,False,False,True,False,0.0775037848150771,False,1,Review
TX00824,2025-02-09,Operations,CC102,Expense,CareMed,78828.66,Cash,INV11897,EMP110,2025-02,False,False,True,False,0.8450998644216776,False,1,Review
TX00517,2025-11-22,IT,CC201,Expense,CareMed,77709.09,Cash,INV10442,EMP168,2025-11,False,False,True,False,0.03630819704916873,False,1,Review
TX00693,2025-09-09,Operations,CC301,Expense,Alpha Supplies,76837.24,Cash,INV12286,EMP106,2025-09,False,False,True,False,0.8383655150169055,False,1,Review
TX00551,2025-03-24,Operations,CC102,Revenue,Alpha Supplies,76367.07,Cash,INV10422,EMP181,2025-03,False,False,True,False,0.021261954809565532,False,1,Review
TX00269,2025-02-22,Finance,CC102,Expense,FastLogix,76052.04,Cash,INV11180,EMP127,2025-02,False,False,True,False,0.23782139964002744,False,1,Review
TX00325,2025-09-06,Sales,CC101,Expense,Delta Services,75976.37,Cash,INV12900,EMP101,2025-09,False,False,True,False,0.5259085750904223,False,1,Review
TX00956,2025-02-01,IT,CC501,Revenue,Epsilon Tech,75478.26,Cash,INV10148,EMP126,2025-02,False,False,True,False,0.016328336568209312,False,1,Review
TX00439,2025-10-06,HR,CC201,Revenue,Epsilon Tech,74895.57,Cash,INV12163,EMP103,2025-10,False,False,True,False,-0.14266859372472318,False,1,Review
TX00948,2025-03-19,Sales,CC501,Expense,CareMed,74420.87,Cash,INV12243,EMP132,2025-03,False,False,True,False,-0.19374022082959685,False,1,Review
TX00047,2025-01-03,IT,CC301,Revenue,Delta Services,73769.95,Bank Transfer,INV12719,EMP144,2025-01,False,False,False,True,-0.160343044467283,False,1,Review
DUP009,2025-01-03,IT,CC301,Revenue,Delta Services,73769.95,Bank Transfer,INV12719,EMP144,2025-01,False,False,False,True,-0.160343044467283,False,1,Review
TX00254,2025-08-03,IT,CC102,Expense,CareMed,73446.55,Cash,INV12151,EMP185,2025-08,False,False,True,False,0.30821726049658155,False,1,Review
TX01012,2025-07-28,Finance,CC401,Revenue,Epsilon Tech,72549.99,Card,INV12363,EMP164,2025-07,False,False,False,True,-0.03630848710154691,False,1,Review
DUP005,2025-07-28,Finance,CC401,Revenue,Epsilon Tech,72549.99,Card,INV12363,EMP164,2025-07,False,False,False,True,-0.03630848710154691,False,1,Review
TX00035,2025-01-14,HR,CC401,Expense,Bright Systems,71620.9,Card,INV10356,EMP122,2025-01,False,False,False,True,0.17678141420946075,False,1,Review
DUP012,2025-01-14,HR,CC401,Expense,Bright Systems,71620.9,Card,INV10356,EMP122,2025-01,False,False,False,True,0.17678141420946075,False,1,Review
TX00045,2025-08-10,Finance,CC102,Revenue,Bright Systems,70660.26,Cash,INV11810,EMP160,2025-08,False,False,True,False,-0.09828471334107236,False,1,Review
TX01199,2025-10-09,HR,CC401,Revenue,Alpha Supplies,70462.14,Cash,INV12596,EMP115,2025-10,False,False,True,False,-0.1829437476416592,False,1,Review
TX00855,2025-02-18,Finance,CC401,Revenue,Alpha Supplies,69887.36,Cash,INV12290,EMP118,2025-02,False,False,True,False,0.09399502162530052,False,1,Review
TX00717,2025-11-15,Operations,CC101,Expense,Delta Services,68616.3,Cash,INV10560,EMP150,2025-11,False,False,True,False,-0.05172298217429893,False,1,Review
TX00294,2025-05-03,Sales,CC101,Expense,Bright Systems,68442.67,Cash,INV10115,EMP183,2025-05,False,False,True,False,0.10490343582822373,False,1,Review
TX00129,2025-11-13,Finance,CC101,Revenue,Alpha Supplies,66958.93,UPI,INV11695,EMP178,2025-11,False,False,False,True,0.13374420888542835,False,1,Review
DUP011,2025-11-13,Finance,CC101,Revenue,Alpha Supplies,66958.93,UPI,INV11695,EMP178,2025-11,False,False,False,True,0.13374420888542835,False,1,Review
TX00291,2025-04-15,Finance,CC201,Expense,CareMed,66856.21,Cash,INV12140,EMP185,2025-04,False,False,True,False,0.33278578877758774,False,1,Review
TX00349,2025-10-14,IT,CC201,Expense,FastLogix,66167.85,Cash,INV11230,EMP103,2025-10,False,False,True,False,-0.008735635923026567,False,1,Review
TX01129,2025-11-26,Finance,CC101,Expense,Epsilon Tech,65925.98,Card,INV10782,EMP106,2025-11,False,False,False,True,0.09894206903374059,False,1,Review
DUP016,2025-11-26,Finance,CC101,Expense,Epsilon Tech,65925.98,Card,INV10782,EMP106,2025-11,False,False,False,True,0.09894206903374059,False,1,Review
TX00722,2025-10-17,Finance,CC201,Expense,CareMed,64411.68,Bank Transfer,INV11506,EMP175,2025-10,False,False,False,True,0.0496383281022825,False,1,Review
DUP015,2025-10-17,Finance,CC201,Expense,CareMed,64411.68,Bank Transfer,INV11506,EMP175,2025-10,False,False,False,True,0.0496383281022825,False,1,Review
TX00244,2025-05-21,Finance,CC101,Revenue,Alpha Supplies,64025.41,Cash,INV12120,EMP152,2025-05,False,False,True,False,0.03651451837277528,False,1,Review
TX00647,2025-02-12,IT,CC501,Expense,FastLogix,63853.48,Cash,INV12282,EMP132,2025-02,False,False,True,False,-0.18158842519685647,False,1,Review
TX00393,2025-03-11,HR,CC301,Expense,Bright Systems,62226.98,Cash,INV10959,EMP160,2025-03,False,False,True,False,-0.5542082724309978,False,1,Review
TX00400,2025-01-03,HR,CC401,Expense,FastLogix,61698.39,Bank Transfer,INV12045,EMP167,2025-01,False,False,False,True,-0.163662144544054,False,1,Review
DUP017,2025-01-03,HR,CC401,Expense,FastLogix,61698.39,Bank Transfer,INV12045,EMP167,2025-01,False,False,False,True,-0.163662144544054,False,1,Review
TX00703,2025-11-17,Finance,CC102,Revenue,Epsilon Tech,61410.66,Cash,INV10968,EMP101,2025-11,False,False,True,False,-0.05318804192528251,False,1,Review
TX00594,2025-10-09,Finance,CC101,Expense,Bright Systems,61107.22,Cash,INV12437,EMP141,2025-10,False,False,True,False,-0.0252717868952886,False,1,Review
TX00205,2025-08-12,Operations,CC501,Expense,CareMed,57428.53,Cash,INV10905,EMP179,2025-08,False,False,True,False,-0.05174778008430413,False,1,Review
TX00125,2025-08-12,Operations,CC301,Expense,Delta Services,56370.96,Cash,INV11709,EMP149,2025-08,False,False,True,False,-0.08036499536260182,False,1,Review
TX00043,2025-03-12,Finance,CC301,Expense,Delta Services,56304.46,Cash,INV11062,EMP152,2025-03,False,False,True,False,-0.20537942806950404,False,1,Review
TX01146,2025-07-15,HR,CC201,Revenue,FastLogix,56115.12,Cash,INV12550,EMP175,2025-07,False,False,True,False,-0.2709542931027483,False,1,Review
TX00335,2025-07-15,Sales,CC501,Expense,Delta Services,56007.02,Cash,INV10018,EMP166,2025-07,False,False,True,False,-0.721787747942449,False,1,Review
TX00662,2025-09-07,Operations,CC501,Revenue,CareMed,55965.94,Cash,INV11415,EMP188,2025-09,False,False,True,False,0.09865539148365006,False,1,Review
TX01119,2025-04-24,Sales,CC301,Revenue,Delta Services,55265.12,Cash,INV11970,EMP187,2025-04,False,False,True,False,-0.4061561289764089,False,1,Review
TX00751,2025-07-10,Operations,CC102,Expense,Epsilon Tech,54531.29,Card,INV10409,EMP176,2025-07,False,False,False,True,-0.4403723649287248,False,1,Review
DUP008,2025-07-10,Operations,CC102,Expense,Epsilon Tech,54531.29,Card,INV10409,EMP176,2025-07,False,False,False,True,-0.4403723649287248,False,1,Review
TX00499,2025-07-19,Operations,CC102,Expense,Alpha Supplies,54508.04,Cash,INV12847,EMP183,2025-07,False,False,True,False,-0.44087257962216514,False,1,Review
